dom,samp,diff1,diff2
1,1,-0.108004644547357,-0.407190577314619
1,2,-0.125635111953489,-0.122111772352955
1,3,-0.140541287405423,0.21257607733591
1,4,-0.0406550079071906,-0.309544008577504
1,5,0.0142044588670025,-0.114067069381214
1,6,-0.482133333410612,0.577814065815566
1,7,-0.312012228281045,-0.679929882279616
1,8,0.223790295949737,1.29382117973137
1,9,-0.0420521923243342,0.250135336028428
1,10,0.191956579647879,-0.262573275032594
1,11,-0.0265516832300534,0.618365283569037
1,12,0.185185575588964,-0.0518254998524448
1,13,-0.184767948148529,0.177272317679911
1,14,0.0611621575692674,-0.172056775518019
1,15,-0.10720286126821,-1.21488163738723
1,16,0.305899345866777,0.820443987569835
1,17,-0.0859647487656119,-0.0416857209765453
1,18,0.201907629956747,0.0281955598549786
1,19,0.0542905410058943,0.177349839996573
1,20,-0.0521117174196348,-0.925238757149696
1,21,-0.107478497465738,-0.464889872409639
1,22,-0.0398734821289324,0.14369691889404
1,23,0.0310175087843483,0.0502738810326768
1,24,0.00103133513121278,0.736682746350322
1,25,0.056382645161424,0.337119666581721
1,26,-0.0697510511413277,-0.752639045235899
1,27,0.0979460319117997,-0.68699876878016
1,28,-0.000343088768872235,-0.528785776068698
1,29,0.013628019001569,-0.0751384286681152
1,30,0.320338770766313,0.118569686855295
1,31,0.129087019003276,0.559463374010885
1,32,-0.333761104722711,-0.164734019370893
1,33,-0.090140777668843,-0.0296259918829094
1,34,0.0848500876218381,-0.00826543954472925
1,35,0.0624329546087203,0.28599847335494
1,36,0.387873049247105,0.0737625453489166
1,37,-0.107632086699365,-1.15860591183769
1,38,-0.185123091787133,0.586836600515557
1,39,-0.229015999230345,-0.41387098022264
1,40,-0.456541610973133,-0.274116633606873
1,41,-0.19739794511101,0.169100425612921
1,42,0.189056417784464,0.432699829344781
1,43,-0.0861970267721119,-0.773768671431444
1,44,0.0641011486101917,-0.459198972387927
1,45,-0.161023829731786,-0.788095137167495
1,46,0.0859079445214839,1.87152731272745
1,47,0.255847911309154,0.221632194916374
1,48,-0.226678611549424,-0.640839925475507
1,49,0.00574376073090832,-0.913301845380875
1,50,0.169805219756473,1.11772367597289
1,51,0.168775492493282,0.316901539803734
1,52,0.0972445411751472,0.377859561071254
1,53,-0.0941063882373498,-0.0390469143543548
1,54,0.0904375741532277,0.751463896313862
1,55,-0.0532102701005357,0.170311930620674
1,56,0.16635041865063,0.260019180663587
1,57,0.249926760058347,0.62865828609991
1,58,-0.0943793658303811,0.541507619895498
1,59,-0.0728665186499597,-0.941315379352485
1,60,-0.204457275161754,0.51532981255054
1,61,-0.081287240902217,-0.916334647540165
1,62,0.332505398731517,0.350140279145958
1,63,0.216607993247994,-0.819048656087279
1,64,-0.024835266511019,0.252211202165622
1,65,-0.12551138221361,0.386844475728093
1,66,0.106043379188904,0.959384690046733
1,67,-0.0177342132462535,0.379544222739284
1,68,0.28572517321075,0.441809496551127
1,69,0.0410378439900612,-0.357256829572467
1,70,-0.108300191483039,-0.0181035172446613
1,71,-0.134133185824851,0.539594851231112
1,72,0.195991932593273,-0.100411589165134
1,73,0.188273843536368,0.245896889103758
1,74,0.100489112556001,-0.0694872084545466
1,75,-0.346260707933336,-0.370929722250519
1,76,-0.073490467640422,0.350995571922152
1,77,0.375186659309527,0.142238648029107
1,78,-0.00759994321422752,-0.174088707939628
1,79,-0.0554792377782718,0.814580061245444
1,80,-0.168997024950261,0.570859941409267
1,81,0.052134110096592,0.0756360020728195
1,82,0.139668987069758,0.120695966143618
1,83,0.113254158990976,1.18767031056926
1,84,-0.0285468080990334,-0.560376176328546
1,85,-0.23831406359318,0.256789022276472
1,86,-0.153151233088966,-0.601667444738247
1,87,-0.382926745613346,-0.746400559023698
1,88,0.0029081210480939,-1.04168674421437
1,89,0.0105073522752726,-0.268962023824276
1,90,0.0230912338125968,-0.290517660372952
1,91,0.324394619050814,-0.585915570746184
1,92,0.359523141957254,0.4479882269701
1,93,-0.0425664524490088,-0.86486915776149
1,94,-0.199543595857566,-0.177592276085324
1,95,0.168409979105078,0.48890547136768
1,96,-0.454431249486966,-1.06138522409076
1,97,-0.205297873369243,-0.0521556630315523
1,98,-0.129696713577651,1.04145345145625
1,99,0.253854101178533,0.822411344338519
1,100,-0.119737539940335,-0.711246891719046
1,101,0.230858430028871,0.627116040597887
1,102,-0.169214664818814,-0.373941868687155
1,103,-0.0675066753388123,-0.430134500671979
1,104,-0.379503691493017,-0.418593622116379
1,105,-0.256809464445524,-0.140550982739317
1,106,-0.109628194685431,-0.721517745188311
1,107,-0.165927229608815,0.112319072190328
1,108,-0.0632877096678826,0.558227794445646
1,109,-0.127781126733538,1.03925740877068
1,110,-0.0473981059503075,-0.723213353703315
1,111,0.080939776729462,0.266036893051648
1,112,-0.203866253445835,-0.376541693240121
1,113,0.149354823848594,-0.953733646777756
1,114,-0.157853175687922,0.727348908259323
1,115,0.188458302817804,0.00549130846779278
1,116,0.33511983238288,0.366749331544668
1,117,0.0937426096627654,0.386587956837076
1,118,0.112476505370125,-0.376125851413214
1,119,0.0193410403289249,-0.503301893766853
1,120,0.1751600202543,0.160633143471195
1,121,-0.11872059613502,0.799521572235097
1,122,0.413632245051414,1.51835380584861
1,123,0.146715660943936,0.867865153626198
1,124,0.00829373292622293,-0.0211656846127113
1,125,0.104095761313541,-0.666407582452994
1,126,0.0611330300724298,-0.49554023980453
1,127,0.221577087800352,1.06215310769241
1,128,-0.117858913866311,-0.961215112684474
1,129,0.220268859817523,0.124037597739104
1,130,0.0197742070114195,-0.651193052240245
1,131,0.0140520829199708,1.43692955318859
1,132,-0.0919315359356609,0.0982067183734507
1,133,-0.0674231569595918,0.0790853946151309
1,134,-0.0661385510254853,-1.49129764643052
1,135,0.209007350469271,-0.23109728064545
1,136,0.104029511846029,0.705557432323971
1,137,0.130872540698245,0.24415302319732
1,138,-0.165104563226077,-1.12180885938238
1,139,-0.0726328069093931,-0.319236751699666
1,140,0.129472199905059,-0.0141320432937064
1,141,-0.538493040812853,-0.986726488232467
1,142,0.0487877692743552,-0.221235158032588
1,143,0.164896712988831,0.33512101940206
1,144,-0.0534234449457109,-0.445089233153812
1,145,0.331876352000133,-0.745579133041229
1,146,0.124435802592323,-0.452287342262199
1,147,0.416778965446841,0.742096930433942
1,148,0.0545866733553879,0.717957835359474
1,149,0.0929909034268732,-0.53810739568604
1,150,-0.0731412162094109,-1.08034045529692
1,151,-0.12661219455121,-0.686961890635395
1,152,0.00615196431040488,-0.596262711058927
1,153,0.0735528182807386,0.249248843218467
1,154,0.0476838044407089,0.659373003328046
1,155,-0.500977034018671,0.130281237067898
1,156,0.019086663884373,-0.564265028853299
1,157,0.00467818973288558,-0.346619483505826
1,158,-0.153860615565371,-0.114140320520296
