dom,samp,diff1,diff2
1,1,-0.295364131889556,0.773865312460998
1,2,2.42892060809393,-0.0936421185117311
1,3,-0.526970633835873,-0.01862770555908
1,4,0.744243879112588,0.679251761987015
1,5,0.683482070213785,0.990774223936505
1,6,1.10268527861868,-0.650003102357985
1,7,1.5064937288,0.0147582536678499
1,8,-0.35909744884114,0.697050169944216
1,9,-1.02057075497623,-0.547521444692034
1,10,0.739188199195183,-0.401885557105327
1,11,-0.28280294936593,-0.642443375579933
1,12,1.41049005055504,-1.86420671994011
1,13,-0.00873522144920003,-0.396204265078566
1,14,4.53263465795601,0.795318064446025
1,15,0.350314745176178,1.53623751404662
1,16,-0.994610541984997,-0.624196856569643
1,17,0.777470943491409,-0.498044538919313
1,18,1.70941988521099,0.0833449925287084
1,19,0.94398943359252,0.484288188744696
1,20,-0.289402315187601,0.500186326444748
1,21,0.293569087780327,-0.419541245839628
1,22,-1.7408806081765,0.250829866083624
1,23,-1.15272607251512,-0.0125535618612389
1,24,-2.89412335135873,-0.0315602051518447
1,25,-1.34292469209163,-1.17938854515171
1,26,0.629478128943845,0.745760306467339
1,27,1.29875182450584,-0.20978393170159
1,28,-3.44227518531588,0.651353542408089
1,29,-3.31052885703474,1.00875068204892
1,30,1.01756662443282,0.861024052407419
1,31,0.327654585315457,0.784892733235505
1,32,-1.77330712207097,1.03389594519465
1,33,-0.0457451869274905,0.467632332850041
1,34,0.900353783553868,1.07265796729893
1,35,2.97377204499284,0.0893471153109964
1,36,1.90159965925386,0.0487897061989102
1,37,-3.2999820045024,-0.657020723482148
1,38,1.99083817060054,0.718383659107747
1,39,-2.86357082979194,-0.706367676354184
1,40,-0.87804108563472,-1.36556717854685
1,41,-1.98652131024454,-1.01929572066829
1,42,-1.68836086719278,-0.538174919311835
1,43,-3.34190526578234,-0.0832598070043602
1,44,-1.56920446164881,0.0180309545869619
1,45,0.751695325485855,0.780755946489677
1,46,-1.35627897888642,-0.0611970833129334
1,47,0.0825302499398219,0.943670715453969
1,48,-0.201771676729464,-0.259817208534848
1,49,0.833480929977895,0.0165378221798598
1,50,-0.796939216669244,-0.365649458114284
1,51,-2.00968182028046,-0.84419530235461
1,52,0.929245106620129,-0.526863283056745
1,53,-3.31405763665367,0.105954637699515
1,54,1.68759263708475,0.49685525468632
1,55,1.01320574491254,0.161341183604453
1,56,-0.257383061525104,0.458490295929124
1,57,-1.80348106298567,1.12682916984562
1,58,0.522141789148236,0.152866111689285
1,59,-0.614807428872552,0.323358482441829
1,60,3.43294118670221,0.380580575664066
1,61,-0.543482007989041,-0.32553625586845
1,62,0.833056984466424,-0.925168717260114
1,63,0.856945750418504,-0.576397612133242
1,64,0.102636304224518,-0.395732408701047
1,65,0.499190164350665,0.363977811892244
1,66,-1.88100913946496,0.104963186165165
1,67,0.74085507846948,1.20167844277575
1,68,-2.80098360038565,-0.217147831192701
1,69,-0.464942517260027,1.96916768076025
1,70,-2.18104011956771,-0.960917121495079
1,71,-1.51628464071428,-1.04302935962338
1,72,1.91066957731408,1.73883449682484
1,73,-2.92911729385227,-0.0151349825934659
1,74,0.383061804707239,-0.54231824965483
1,75,2.41596424781753,0.167055568114716
1,76,0.457635957620909,0.638294049555437
1,77,0.622932875109768,0.907568570935183
1,78,-0.850809900999138,0.0496620533280918
1,79,1.35437792884315,-0.993298556445005
1,80,-0.507357013826606,0.219864560358662
1,81,-0.0278444827036139,-0.53820349438428
1,82,2.90260824032794,0.071668471038123
1,83,4.27875809060887,0.636919182958611
1,84,0.0372492535808533,-1.34951839062662
1,85,-2.37594374849672,-1.41367622747123
1,86,-1.05691255471001,-0.269835691864152
1,87,1.02840916692347,0.810369760321542
1,88,-0.360934761624861,-1.25548511288524
1,89,-2.25643620033046,-0.759791069368102
1,90,-0.993549519750786,0.759006534207291
1,91,-1.57205247227557,-0.133387194443458
1,92,-1.25980749919441,-0.587577978950105
1,93,0.411154336320351,-0.89381180650777
1,94,2.5671785120465,0.262268645454764
1,95,-1.74226156507711,-0.500338171514258
1,96,-2.38423602433755,-0.264117786651976
1,97,0.275720785346834,0.753872014678734
1,98,3.83281741621147,-1.02929624766471
1,99,0.560027851928197,-0.21101019527833
1,100,-6.31779279451357,-1.39094575552759
1,101,2.04844966771486,-1.16920592107771
1,102,-2.42372577222099,-0.387717416950519
1,103,-1.13233866482261,0.0962405850360781
1,104,0.789663617907564,-0.356927855140135
1,105,-0.83500650715149,0.694673740300718
1,106,-1.37024358445063,-0.744686310602255
1,107,1.03453365562439,0.904195019245751
1,108,1.9190928665671,0.0291843287634421
1,109,1.3253577818607,0.105722135918477
1,110,1.66726463144175,-0.622477005302397
1,111,0.927785605581192,1.81441382821777
1,112,-0.358722476319713,-0.891074103353112
1,113,-2.58205066916955,-0.434637655905505
1,114,-0.732081720588639,-0.834089054230596
1,115,-0.930740753499407,0.584491973054842
1,116,-0.413708357788352,0.867230219167887
1,117,-0.831470581927505,-0.937763728342102
1,118,4.92191445813717,0.505463408288165
1,119,1.33187821429891,-0.324748296092569
1,120,0.14296026777825,1.42965234006744
1,121,-3.08860867668869,-0.471610546480274
1,122,-1.13601424480873,-0.298380125389201
1,123,2.58194079545592,0.582071094446775
1,124,-1.07163734669862,-0.688122756673391
1,125,3.14437714599441,-0.360042697600399
1,126,3.42972227923389,0.177481882995171
1,127,-1.14391608813673,-0.0513664114944596
1,128,-1.69238053040417,0.34543308056417
1,129,0.920027899785765,1.22849773033836
1,130,-1.85088689748355,0.0818056368929341
1,131,0.243552754435854,1.91499469272687
1,132,1.45956919119024,-1.12439384319027
1,133,0.0218200963380468,-0.869176180016776
1,134,2.24126100366863,-0.915648836980704
1,135,-0.456743824727567,-0.469119541134017
1,136,1.08148486549197,0.897791793114646
1,137,-1.29583965626063,-0.294115103518813
1,138,2.59270329403844,0.00987465746914395
1,139,1.35491516427308,-1.25630544104439
1,140,0.897809135512915,-0.199486871577104
1,141,-1.81775837961351,0.547781574441206
1,142,-0.349638529837762,-0.614465606772562
1,143,-3.36364150204795,-0.177977681310278
1,144,1.96308020460424,-0.179312970289356
1,145,2.12015990358975,-0.865589683873225
1,146,0.588415294957201,0.315684394123668
1,147,-1.48301060543847,-0.247480611038355
1,148,-0.273389581745789,0.234028906448497
1,149,0.159433845156741,1.42393717131491
1,150,-0.526754825242421,-0.369581787354118
1,151,0.37749723541171,-0.542326875688584
1,152,-4.51853943371003,-0.657894753536365
1,153,0.224673050748322,0.526285879636259
1,154,1.59428303658353,-1.12230742330626
1,155,2.33993624377084,-0.735099209618642
1,156,0.106693689716849,1.08292794728136
1,157,-0.470252069685898,0.75622863800448
1,158,1.13086302943438,0.916074711372687
1,159,-0.177018603886097,-0.822204393895003
1,160,0.361724516012202,0.335617871424525
1,161,2.96891502731503,-0.485918084700383
1,162,0.183562057175607,-0.226525045287286
1,163,-2.66947235615791,-1.15706306371713
1,164,-0.180313796521574,-2.07364256434913
1,165,0.506545152818205,-0.051370166916783
1,166,0.73954488331816,0.822331502605778
1,167,1.29427802067539,1.22569475782398
1,168,0.944831541054953,-0.603288719400457
1,169,-0.762833386058418,-0.604932469099495
1,170,2.6702705853958,0.390750299680079
1,171,0.408792399433281,-1.07472911439246
1,172,-1.27448744042781,-0.384171927502805
1,173,1.24439873720678,0.201747417494637
1,174,-1.75424765784356,-1.29413820910103
1,175,2.37898993970393,-0.3823224387259
1,176,1.36535508937465,0.354191793986679
1,177,-2.49208538849985,-0.17411136589023
1,178,1.69525773996898,-0.101914938012342
1,179,-2.74969890964533,0.869053940823715
1,180,2.51698843403264,0.543773319746904
1,181,-1.00632005023084,0.273734944959603
1,182,-1.61162364575284,-1.35429203148279
1,183,-2.51855500364417,-1.00905367713272
1,184,-0.212428932758229,1.15450573722858
1,185,0.615037820386533,-0.531126095215001
1,186,3.36297767238008,-0.562391750051123
1,187,-0.142846823780758,1.03412325363177
1,188,-0.380422463291609,-0.101673841796654
1,189,-0.283037213034362,-0.198144154294784
1,190,1.00468155962176,-0.577379160670173
1,191,-1.04690332599034,-0.671797511049785
1,192,-1.90136388915121,0.763132310874695
1,193,0.49582432072944,0.324629875438777
1,194,0.434635393099057,-0.383291760819009
1,195,1.08998096378394,0.449745584302008
1,196,-0.675423616335195,0.579866877847479
1,197,0.625434333775274,1.35404440420499
1,198,-4.9925802113948,-0.529349685288128
1,199,-0.297177403601012,-0.753454989330823
1,200,-3.43389273792172,-1.80907809303266
1,201,-1.14448897084208,0.963116848065869
1,202,-1.10963116384832,-0.729973759257064
1,203,2.76860312295639,-0.100960802287169
1,204,-2.2977405523458,-0.161434886394812
1,205,-1.78681040427466,-0.547210181162228
1,206,-3.52804285221404,-0.529171571128487
1,207,-0.433789379118565,0.0997721071228383
1,208,1.77493387545772,0.194583029198164
1,209,-1.49853897604191,-0.73732337884611
1,210,-3.32851292355153,-0.577296055036655
1,211,3.38192857143997,1.21031453774932
1,212,-1.0732744711174,-0.554944833869797
1,213,1.19136066969057,0.595070907103615
1,214,1.98784237183466,-0.292163648186655
1,215,1.09502965922297,0.366931211893547
1,216,-2.56957988458868,-0.268965812539761
1,217,-0.743442796941281,0.433802371298956
1,218,1.0404586282412,-0.0899484584920494
1,219,-1.07000814479196,-0.0429913270179263
1,220,0.184911515289087,-0.862522408967973
1,221,-2.09213482839908,-0.670558658495789
1,222,0.746736227591441,0.784336170553338
1,223,0.647068634257636,-0.647062676395898
1,224,0.179416858896161,0.144519572079801
1,225,-1.17449459435176,0.440536326747722
1,226,-1.22806790285676,0.203148271754181
1,227,0.849341395660133,-0.391730013019224
1,228,1.8294493288374,-0.00173098625461776
1,229,-3.90971971928388,-1.53540609094687
1,230,0.24422608214806,0.105415209550696
1,231,0.687288144031072,1.644901303986
1,232,1.72760718152284,0.936920742100504
1,233,-0.561160824796588,-1.7728544633056
1,234,-0.377407315172064,-0.0477312490584048
1,235,0.210738841338099,0.517791731767975
1,236,-1.06936087812787,0.485581302138275
1,237,0.126956325221727,0.643777372097865
1,238,2.39137920543948,0.778931624640506
1,239,-0.741558783713288,-0.289697112473394
1,240,-0.895492983346145,-0.855551342096405
1,241,1.4023089042588,0.766080837270906
1,242,-0.271225823482922,0.331473038407619
1,243,-1.4108642352989,-0.0429442225601555
1,244,-0.761107019807781,-0.821775310881804
1,245,-1.6389308085393,-1.42213510043269
1,246,-2.94116745780212,0.285969928378318
1,247,0.555861408803196,-0.798605957324579
1,248,-2.08906919824497,-0.912955907473048
1,249,-4.39848279909057,-0.891543755028778
1,250,-3.25633617964695,0.335181801933015
1,251,1.30040062121128,0.633922136938647
1,252,-3.18665232018932,0.967497874023383
1,253,-0.294312377641688,0.0399616928980251
1,254,-0.771276358865975,-0.380188929139948
1,255,-0.53751434977832,-1.63870674533278
1,256,-1.97523741875011,-0.259728895728642
1,257,2.00642227721826,1.60983792034517
1,258,-0.0643267339248155,0.917245372652179
1,259,-0.529338481892268,-0.223864554356734
1,260,2.21885444143251,0.459526860400821
1,261,2.99926961664437,-0.190160677964297
